#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_004350.2	1034634	1036157	+	1029536	wapE	SMU_1091	NP_721483.1	507	-	cell wall protein, WapE
chr	NC_004350.2	1036487	1037995	+	1029552	-	SMU_1093	NP_721484.1	502	-	ABC transporter permease
chr	NC_004350.2	1038011	1038667	+	1028415	-	SMU_1094	NP_721485.1	218	-	ABC transporter ATP-binding protein
chr	NC_004350.2	1038786	1040306	-	1028413	opuBc	SMU_1095	NP_721486.1	506	-	choline ABC transporter, osmoprotectant binding protein
chr	NC_004350.2	1040306	1041028	-	1028412	opuBa	SMU_1096	NP_721487.1	240	-	choline transporter ABC transporter ATP-binding protein
chr	NC_004350.2	1041025	1041507	-	1028420	-	SMU_1097c	NP_721488.1	160	-	transcriptional regulator
chr	NC_004350.2	1041507	1042469	-	1029551	-	SMU_1098c	NP_721489.1	320	-	oxidoreductase
chr	NC_004350.2	1042742	1043866	-	1028409	-	SMU_1100c	NP_721490.1	374	-	permease
chr	NC_004350.2	1044251	1045687	-	1028421	ascB	SMU_1102	NP_721491.1	478	-	6-phospho-beta-glucosidase
chr	NC_004350.2	1045895	1046293	-	1028418	-	SMU_1104c	NP_721492.1	132	-	phosphoglycerate mutase
chr	NC_004350.2	1046290	1046904	-	1028417	-	SMU_1105c	NP_721493.1	204	-	phosphoglycerate mutase
chr	NC_004350.2	1046916	1047512	-	1028425	-	SMU_1106c	NP_721494.1	198	-	phosphoglycerate mutase
chr	NC_004350.2	1048069	1048644	-	1029556	-	SMU_1107c	NP_721495.1	191	-	hypothetical protein SMU_1107c
chr	NC_004350.2	1048776	1049588	-	1029554	-	SMU_1108c	NP_721496.1	270	-	hypothetical protein SMU_1108c
chr	NC_004350.2	1049803	1051056	-	1028426	-	SMU_1109c	NP_721497.1	417	-	permease
chr	NC_004350.2	1051336	1052172	-	1028424	-	SMU_1111c	NP_721498.1	278	-	hypothetical protein SMU_1111c
chr	NC_004350.2	1052392	1052796	-	1028423	-	SMU_1112c	NP_721499.1	134	-	hypothetical protein SMU_1112c
chr	NC_004350.2	1053014	1053754	-	1028429	srtA	SMU_1113	NP_721500.1	246	-	sortase
chr	NC_004350.2	1053761	1056238	-	1028427	gyrA	SMU_1114	NP_721501.1	825	-	DNA gyrase subunit A
chr	NC_004350.2	1056409	1057395	+	1028428	ldh	SMU_1115	NP_721502.1	328	-	L-lactate dehydrogenase
chr	NC_004350.2	1057457	1058593	-	1028432	-	SMU_1116c	NP_721503.1	378	-	hypothetical protein SMU_1116c
chr	NC_004350.2	1058760	1060133	-	1028431	naoX	SMU_1117	NP_721504.1	457	-	NADH oxidase (H2O-forming)
chr	NC_004350.2	1060373	1061329	-	1028430	-	SMU_1118c	NP_721505.1	318	-	ABC sugar transporter, permease
chr	NC_004350.2	1061331	1062407	-	1028435	-	SMU_1119c	NP_721506.1	358	-	sugar ABC transporter permease
chr	NC_004350.2	1062400	1063932	-	1028434	-	SMU_1120	NP_721507.1	510	-	sugar ABC transporter ATP-binding protein
chr	NC_004350.2	1064050	1065099	-	1028433	-	SMU_1121c	NP_721508.1	349	-	ABC transporter
chr	NC_004350.2	1065189	1065575	-	1028438	cdd	SMU_1122	NP_721509.1	128	-	cytidine deaminase
chr	NC_004350.2	1065565	1066227	-	1028437	deoC	SMU_1123	NP_721510.1	220	-	deoxyribose-phosphate aldolase
chr	NC_004350.2	1066246	1067523	-	1028436	pdp	SMU_1124	NP_721511.1	425	-	pyrimidine-nucleoside phosphorylase
chr	NC_004350.2	1067632	1068228	-	1028439	-	SMU_1125c	NP_721512.1	198	-	hypothetical protein SMU_1125c
chr	NC_004350.2	1068324	1069244	+	1029377	coaA	SMU_1126	NP_721513.1	306	-	pantothenate kinase
chr	NC_004350.2	1069298	1069552	+	1029483	rs20	SMU_1127	NP_721514.3	84	-	30S ribosomal protein S20
chr	NC_004350.2	1069642	1070949	-	1028442	ciaH	SMU_1128	NP_721515.1	435	-	histidine kinase sensor CiaH
chr	NC_004350.2	1070939	1071613	-	1028441	ciaR	SMU_1129	NP_721516.1	224	-	response regulator CiaR
chr	NC_004350.2	1071664	1071927	-	1028440	-	SMU_1131c	NP_721517.1	87	-	hypothetical protein SMU_1131c
chr	NC_004350.2	1072328	1074877	-	1028443	pepN	SMU_1132	NP_721518.1	849	-	aminopeptidase
chr	NC_004350.2	1074918	1075571	-	1029558	phoU	SMU_1133	NP_721519.1	217	-	phosphate transport system regulatory protein
chr	NC_004350.2	1075603	1076361	-	1029559	-	SMU_1134c	NP_721520.1	252	-	phosphate transporter ATP-binding protein
chr	NC_004350.2	1076373	1077176	-	1028445	pstB	SMU_1135	NP_721521.1	267	-	phosphate transporter ATP-binding protein
chr	NC_004350.2	1077192	1078079	-	1028446	pstC	SMU_1136	NP_721522.1	295	-	phosphate ABC transporter permease
chr	NC_004350.2	1078069	1079004	-	1028444	pstC1	SMU_1137	NP_721523.1	311	-	phosphate ABC transporter permease
chr	NC_004350.2	1079077	1079940	-	1028450	pstS	SMU_1138	NP_721524.1	287	-	phosphate ABC transporter substrate-binding protein
chr	NC_004350.2	1080037	1081347	-	1028448	-	SMU_1139c	NP_721525.1	436	-	methylase
chr	NC_004350.2	1081411	1082103	-	1028447	-	SMU_1140c	NP_721526.1	230	-	hypothetical protein SMU_1140c
chr	NC_004350.2	1082159	1082437	-	1028453	-	SMU_1141c	NP_721527.1	92	-	hypothetical protein SMU_1141c
chr	NC_004350.2	1082430	1082843	-	1029353	-	SMU_1142c	NP_721528.1	137	-	transcriptional regulator Spx
chr	NC_004350.2	1082904	1083824	-	1029256	-	SMU_1143c	NP_721529.1	306	-	bifunctional riboflavin kinase/FMN adenylyltransferase
chr	NC_004350.2	1083855	1084736	-	1028454	truB	SMU_1144	NP_721530.1	293	-	tRNA pseudouridine synthase B
chr	NC_004350.2	1084846	1086159	-	1028452	-	SMU_1145c	NP_721531.1	437	-	histidine kinase
chr	NC_004350.2	1086160	1086849	-	1028455	-	SMU_1146c	NP_721532.1	229	-	response regulator
chr	NC_004350.2	1086868	1087053	-	1028457	-	SMU_1147c	NP_721533.1	61	-	hypothetical protein SMU_1147c
chr	NC_004350.2	1087165	1087932	+	1028422	-	SMU_1148	NP_721534.1	255	-	transporter, ATP-binding protein; bacteriocin immunity protein
chr	NC_004350.2	1087932	1088672	+	1028419	-	SMU_1149	NP_721535.1	246	-	transporter, trans-membrane domain bacteriocin immunity protein
chr	NC_004350.2	1088669	1089397	+	1028458	-	SMU_1150	NP_721536.1	242	-	transporter, trans-membrane domain bacteriocin immunity protein
chr	NC_004350.2	1089516	1090883	-	1028456	-	SMU_1151c	NP_721537.1	455	-	hypothetical protein SMU_1151c
chr	NC_004350.2	1090880	1091113	-	1028451	-	SMU_1152c	NP_721538.1	77	-	hypothetical protein SMU_1152c
chr	NC_004350.2	1091286	1092197	-	1028461	-	SMU_1153c	NP_721539.1	303	-	hypothetical protein SMU_1153c
chr	NC_004350.2	1092616	1092912	-	1028460	-	SMU_1154c	NP_721540.1	98	-	hypothetical protein SMU_1154c
chr	NC_004350.2	1092763	1093218	+	1028459	-	SMU_1155	NP_721541.1	151	-	hypothetical protein SMU_1155
chr	NC_004350.2	1092916	1093263	-	1028464	-	SMU_1156c	NP_721542.1	115	-	hypothetical protein SMU_1156c
chr	NC_004350.2	1093482	1096667	-	1028476	-	SMU_1157c	NP_721543.1	1061	-	hypothetical protein SMU_1157c
chr	NC_004350.2	1096679	1097935	-	1029555	-	SMU_1158c	NP_721544.1	418	-	hypothetical protein SMU_1158c
chr	NC_004350.2	1098023	1098187	-	1028465	-	SMU_1159c	NP_721545.1	54	-	hypothetical protein SMU_1159c
chr	NC_004350.2	1098230	1099252	-	1028463	-	SMU_1160c	NP_721546.1	340	-	hypothetical protein SMU_1160c
chr	NC_004350.2	1099325	1100071	-	1028462	-	SMU_1161c	NP_721547.1	248	-	hypothetical protein SMU_1161c
chr	NC_004350.2	1100349	1102094	-	1028468	-	SMU_1163c	NP_721548.1	581	-	ABC transporter ATP-binding protein
chr	NC_004350.2	1102087	1103859	-	1028467	-	SMU_1164c	NP_721549.1	590	-	ABC transporter ATP-binding protein
chr	NC_004350.2	1103870	1104481	-	1028466	-	SMU_1165c	NP_721550.1	203	-	transcriptional regulator
chr	NC_004350.2	1104674	1107307	-	1028472	-	SMU_1166c	NP_721551.1	877	-	ABC transporter permease
chr	NC_004350.2	1107323	1108024	-	1028471	-	SMU_1167c	NP_721552.1	233	-	ABC transporter ATP-binding protein
chr	NC_004350.2	1108137	1108685	+	1028469	-	SMU_1168	NP_721553.1	182	-	transcriptional regulator
chr	NC_004350.2	1108809	1109372	-	1028478	-	SMU_1169c	NP_721554.1	187	-	thioredoxin
chr	NC_004350.2	1109386	1110099	-	1028477	ccdA	SMU_1170	NP_721555.1	237	-	cytochrome C biogenesis protein
chr	NC_004350.2	1110296	1111066	-	1028473	-	SMU_1171c	NP_721556.1	256	-	hypothetical protein SMU_1171c
chr	NC_004350.2	1111163	1111903	-	1028481	-	SMU_1172c	NP_721557.1	246	-	hypothetical protein SMU_1172c
chr	NC_004350.2	1111917	1113230	-	1028480	cysD	SMU_1173	NP_721558.1	437	-	O-acetylhomoserine sulfhydrylase
chr	NC_004350.2	1113511	1115712	-	1028479	pcrA	SMU_1174	NP_721559.1	733	-	ATP-dependent DNA helicase
chr	NC_004350.2	1116158	1117522	+	1028484	-	SMU_1175	NP_721560.1	454	-	sodium/amino acid (alanine) symporter
chr	NC_004350.2	1117621	1118811	+	1028475	-	SMU_1176	NP_721561.1	396	-	cation efflux transporter
chr	NC_004350.2	1118934	1119767	-	1028449	-	SMU_1177c	NP_721562.1	277	-	ABC transporter glutamine binding protein
chr	NC_004350.2	1119789	1120418	-	1028485	-	SMU_1178c	NP_721563.1	209	-	amino acid ABC transporter ATP-binding protein
chr	NC_004350.2	1120427	1121068	-	1029561	-	SMU_1179c	NP_721564.1	213	-	amino acid ABC transporter permease
chr	NC_004350.2	1121259	1121591	-	1028470	phnA	SMU_1180	NP_721565.1	110	-	alkylphosphonate uptake protein
chr	NC_004350.2	1121766	1122914	-	1028490	mtlD	SMU_1182	NP_721566.1	382	-	mannitol-1-phosphate 5-dehydrogenase
chr	NC_004350.2	1122930	1123367	-	1028483	mtlA2	SMU_1183	NP_721567.1	145	-	PTS system mannitol-specific transporter subunit IIA
chr	NC_004350.2	1123369	1125321	-	1028486	-	SMU_1184c	NP_721568.1	650	-	transcriptional regulator, antiterminator
chr	NC_004350.2	1125351	1127060	-	1028492	mtlA1	SMU_1185	NP_721569.1	569	-	PTS system mannitol-specific transporter subunit IIBC
chr	NC_004350.2	1127608	1129422	-	1028487	glmS	SMU_1187	NP_721570.1	604	-	glucosamine--fructose-6-phosphate aminotransferase
chr	NC_004350.2	1129595	1130149	-	1028482	lepB	SMU_1188	NP_721571.1	184	-	signal peptidase
chr	NC_004350.2	1130228	1130470	-	1028495	-	SMU_1189c	NP_721572.1	80	-	hypothetical protein SMU_1189c
chr	NC_004350.2	1130761	1132263	-	1028493	pykF	SMU_1190	NP_721573.1	500	-	pyruvate kinase
chr	NC_004350.2	1132337	1133350	-	1028488	pfk	SMU_1191	NP_721574.1	337	-	6-phosphofructokinase
chr	NC_004350.2	1133433	1136537	-	1028498	dnaE	SMU_1192	NP_721575.1	1034	-	DNA polymerase III DnaE
chr	NC_004350.2	1136715	1137086	+	1028529	-	SMU_1193	NP_721576.1	123	-	transcriptional regulator
chr	NC_004350.2	1137083	1137790	+	1028513	-	SMU_1194	NP_721577.1	235	-	ABC transporter ATP-binding protein
chr	NC_004350.2	1137800	1138618	+	1028499	-	SMU_1195	NP_721578.1	272	-	permease
chr	NC_004350.2	1138671	1139291	-	1028497	-	SMU_1196c	NP_721579.1	206	-	hypothetical protein SMU_1196c
chr	NC_004350.2	1139764	1140378	+	1028496	-	SMU_1197	NP_721580.1	204	-	hypothetical protein SMU_1197
chr	NC_004350.2	1140884	1142083	-	1028491	rs1	SMU_1200	NP_721581.1	399	-	30S ribosomal protein S1
chr	NC_004350.2	1142584	1142745	-	1028502	-	SMU_1201c	NP_721582.1	53	-	hypothetical protein SMU_1201c
chr	NC_004350.2	1142879	1143904	-	1029342	ilvE	SMU_1203	NP_721583.1	341	-	branched-chain amino acid aminotransferase
chr	NC_004350.2	1144147	1146603	-	1028503	parC	SMU_1204	NP_721584.1	818	-	DNA topoisomerase IV subunit A
chr	NC_004350.2	1146796	1147284	-	1028501	-	SMU_1205c	NP_721585.1	162	-	hypothetical protein SMU_1205c
chr	NC_004350.2	1147387	1147944	-	1028500	-	SMU_1206c	NP_721586.1	185	-	hypothetical protein SMU_1206c
chr	NC_004350.2	1148062	1148667	-	1028506	fic	SMU_1207	NP_721587.1	201	-	hypothetical protein SMU_1207
chr	NC_004350.2	1148712	1149467	-	1029349	-	SMU_1208c	NP_721588.1	251	-	hypothetical protein SMU_1208c
chr	NC_004350.2	1149743	1151083	-	1029357	-	SMU_1209c	NP_721589.1	446	-	hypothetical protein SMU_1209c
chr	NC_004350.2	1151099	1153048	-	1028507	parE	SMU_1210	NP_721590.1	649	-	DNA topoisomerase IV subunit B
chr	NC_004350.2	1153161	1153799	+	1028505	-	SMU_1211	NP_721591.1	212	-	glycerol-3-phosphate acyltransferase PlsY
chr	NC_004350.2	1153986	1156100	-	1028504	-	SMU_1213c	NP_721592.1	704	-	5\'-nucleotidase
chr	NC_004350.2	1156286	1157554	-	1028510	pyrC	SMU_1214	NP_721593.1	422	-	dihydroorotase
chr	NC_004350.2	1157564	1158217	-	1029398	ung	SMU_1215	NP_721594.1	217	-	uracil-DNA glycosylase
chr	NC_004350.2	1158240	1158893	-	1029379	-	SMU_1216c	NP_721595.1	217	-	amino acid ABC transporter permease
chr	NC_004350.2	1159043	1159894	-	1028511	-	SMU_1217c	NP_721596.1	283	-	ABC transporter amino acid binding protein
chr	NC_004350.2	1160009	1161451	-	1029431	nylA	SMU_1218	NP_721597.1	480	-	amidase
chr	NC_004350.2	1161511	1161852	-	1029381	-	SMU_1219c	NP_721598.1	113	-	hypothetical protein SMU_1219c
chr	NC_004350.2	1162026	1162526	-	1028515	-	SMU_1220c	NP_721599.1	166	-	hypothetical protein SMU_1220c
chr	NC_004350.2	1162858	1163487	-	1028512	pyrE	SMU_1221	NP_721600.1	209	-	orotate phosphoribosyltransferase
chr	NC_004350.2	1163588	1164280	-	1028522	pyrF	SMU_1222	NP_721601.1	230	-	orotidine 5\'-phosphate decarboxylase
chr	NC_004350.2	1164273	1165202	-	1028517	pyrDB	SMU_1223	NP_721602.1	309	-	dihydroorotate dehydrogenase 1B
chr	NC_004350.2	1165212	1165988	-	1028516	pyrK	SMU_1224	NP_721603.1	258	-	dihydroorotate dehydrogenase electron transfer subunit
chr	NC_004350.2	1166241	1167149	+	1028514	cpsY	SMU_1225	NP_721604.1	302	-	transcriptional regulator
chr	NC_004350.2	1167215	1167982	-	1028524	-	SMU_1226c	NP_721605.1	255	-	hypothetical protein SMU_1226c
chr	NC_004350.2	1167984	1168688	-	1028519	deoD	SMU_1227	NP_721606.1	234	-	purine nucleoside phosphorylase
chr	NC_004350.2	1168902	1169612	-	1028521	-	SMU_1228c	NP_721607.1	236	-	glutamine amidotransferase
chr	NC_004350.2	1169622	1170431	-	1028527	punA	SMU_1229	NP_721608.1	269	-	purine nucleoside phosphorylase
chr	NC_004350.2	1170442	1170918	-	1028526	-	SMU_1230c	NP_721609.1	158	-	hypothetical protein SMU_1230c
chr	NC_004350.2	1171037	1171132	-	1028525	-	SMU_1231c	NP_721610.1	31	-	hypothetical protein SMU_1231c
chr	NC_004350.2	1171241	1171456	-	1028531	-	SMU_1232c	NP_721611.1	71	-	hypothetical protein SMU_1232c
chr	NC_004350.2	1171458	1172669	-	1028530	deoB	SMU_1233	NP_721612.1	403	-	phosphopentomutase
chr	NC_004350.2	1172724	1173401	-	1028528	rpiA	SMU_1234	NP_721613.1	225	-	ribose-5-phosphate isomerase A
chr	NC_004350.2	1173530	1174897	+	1028532	thdF	SMU_1235	NP_721614.1	455	-	tRNA modification GTPase TrmE
chr	NC_004350.2	1175045	1175848	-	1029432	-	SMU_1236c	NP_721615.1	267	-	hypothetical protein SMU_1236c
chr	NC_004350.2	1175866	1176216	-	1028542	-	SMU_1237c	NP_721616.1	116	-	hypothetical protein SMU_1237c
chr	NC_004350.2	1176737	1177324	-	1028535	-	SMU_1238c	NP_721617.1	195	-	hypothetical protein SMU_1238c
chr	NC_004350.2	1177397	1178809	-	1028534	pepV	SMU_1239	NP_721618.1	470	-	dipeptidase PepV
chr	NC_004350.2	1178824	1179426	-	1028533	-	SMU_1240c	NP_721619.1	200	-	nitroreductase
chr	NC_004350.2	1179573	1181360	-	1028539	uvrC	SMU_1241	NP_721620.1	595	-	excinuclease ABC subunit C
chr	NC_004350.2	1181478	1182548	+	1028537	-	SMU_1243	NP_721621.1	356	-	low temperature requirement A protein
chr	NC_004350.2	1182665	1183222	-	1028536	-	SMU_1245c	NP_721622.1	185	-	hypothetical protein SMU_1245c
chr	NC_004350.2	1183574	1183870	-	1028541	-	SMU_1246c	NP_721623.1	98	-	transcriptional regulator
chr	NC_004350.2	1183934	1185232	-	1028540	eno	SMU_1247	NP_721624.1	432	-	enolase
chr	NC_004350.2	1185629	1186270	-	1028538	-	SMU_1249c	NP_721625.1	213	-	hypothetical protein SMU_1249c
chr	NC_004350.2	1186308	1186577	-	1028544	-	SMU_1250c	NP_721626.1	89	-	hypothetical protein SMU_1250c
chr	NC_004350.2	1186726	1187178	+	1028548	-	SMU_1251	NP_721627.1	150	-	hypothetical protein SMU_1251
chr	NC_004350.2	1187255	1188367	-	1028562	grk	SMU_1252	NP_721628.1	370	-	glycerate kinase
chr	NC_004350.2	1188378	1188803	-	1028546	-	SMU_1253c	NP_721629.1	141	-	hypothetical protein SMU_1253c
chr	NC_004350.2	1188892	1189536	+	1028545	-	SMU_1254	NP_721630.1	214	-	hypothetical protein SMU_1254
chr	NC_004350.2	1189531	1189788	-	1028543	-	SMU_1255c	NP_721631.1	85	-	hypothetical protein SMU_1255c
chr	NC_004350.2	1189999	1190163	-	1028550	-	SMU_1256c	NP_721632.1	54	-	hypothetical protein SMU_1256c
chr	NC_004350.2	1190156	1190827	-	1029563	-	SMU_1257c	NP_721633.1	223	-	hypothetical protein SMU_1257c
chr	NC_004350.2	1190950	1191612	-	1029355	-	SMU_1258c	NP_721634.1	220	-	restriction endonuclease
chr	NC_004350.2	1191675	1192001	+	1028551	-	SMU_1259	NP_721635.1	108	-	restriction endonuclease
chr	NC_004350.2	1192355	1192534	-	1027862	-	SMU_1260c	NP_721636.1	59	-	hypothetical protein SMU_1260c
chr	NC_004350.2	1192547	1192732	-	1029484	-	SMU_1261c	NP_721637.1	61	-	phosphoribosyl-ATP pyrophosphohydrolase
chr	NC_004350.2	1192812	1194152	-	1028552	-	SMU_1262c	NP_721638.1	446	-	hypothetical protein SMU_1262c
chr	NC_004350.2	1194266	1194595	-	1028547	hisI	SMU_1263	NP_721639.1	109	-	phosphoribosyl-ATP pyrophosphatase / phosphoribosyl-AMP cyclohydrolase
chr	NC_004350.2	1194595	1195350	-	1028549	hisF	SMU_1264	NP_721640.1	251	-	imidazole glycerol phosphate synthase subunit HisF
chr	NC_004350.2	1195353	1196072	-	1028554	hisA	SMU_1265	NP_721641.1	239	-	1-(5-phosphoribosyl)-5
chr	NC_004350.2	1196512	1197117	-	1028651	hisH	SMU_1266	NP_721642.1	201	-	imidazole glycerol phosphate synthase subunit HisH
chr	NC_004350.2	1197114	1197476	-	1029322	-	SMU_1267c	NP_721643.1	120	-	hypothetical protein SMU_1267c
chr	NC_004350.2	1197483	1198067	-	1028556	hisB	SMU_1268	NP_721644.1	194	-	imidazoleglycerol-phosphate dehydratase
chr	NC_004350.2	1198064	1198711	-	1028555	serB	SMU_1269	NP_721645.1	215	-	phosphoserine phosphatase
chr	NC_004350.2	1198698	1199981	-	1028553	hisD	SMU_1270	NP_721646.1	427	-	bifunctional histidinal dehydrogenase/ histidinol dehydrogenase
chr	NC_004350.2	1199978	1200625	-	1028559	hisG	SMU_1271	NP_721647.1	215	-	ATP phosphoribosyltransferase
chr	NC_004350.2	1200635	1201597	-	1028558	hisZ	SMU_1272	NP_721648.1	320	-	histidyl-tRNA synthetase
chr	NC_004350.2	1201594	1202643	-	1028557	hisC	SMU_1273	NP_721649.1	349	-	histidinol-phosphate aminotransferase
chr	NC_004350.2	1203817	1205541	-	1028563	-	SMU_1276c	NP_721650.1	574	-	septation ring formation regulator EzrA
chr	NC_004350.2	1205637	1207589	-	1028561	gyrB	SMU_1277	NP_721651.1	650	-	DNA gyrase subunit B
chr	NC_004350.2	1207589	1208173	-	1028560	-	SMU_1278c	NP_721652.1	194	-	hypothetical protein SMU_1278c
chr	NC_004350.2	1208595	1209821	-	1028567	-	SMU_1279c	NP_721653.1	408	-	cell shape determining protein
chr	NC_004350.2	1210028	1211146	-	1028566	-	SMU_1280c	NP_721654.1	372	-	hypothetical protein SMU_1280c
chr	NC_004350.2	1211285	1211851	+	1028564	-	SMU_1282	NP_721655.1	188	-	transcriptional regulator
chr	NC_004350.2	1212113	1212772	-	1029335	-	SMU_1284c	NP_721656.1	219	-	hypothetical protein SMU_1284c
chr	NC_004350.2	1212774	1213952	-	1029427	-	SMU_1286c	NP_721657.1	392	-	permease
chr	NC_004350.2	1214103	1214453	+	1028569	-	SMU_1287	NP_721658.1	116	-	transcriptional regulator
chr	NC_004350.2	1214632	1214979	-	1028577	rl19	SMU_1288	NP_721659.1	115	-	50S ribosomal protein L19
chr	NC_004350.2	1215168	1216388	-	1028474	-	SMU_1289c	NP_721660.1	406	-	chloride channel permease
chr	NC_004350.2	1216474	1217694	-	1028571	-	SMU_1290c	NP_721661.1	406	-	chloride channel permease
chr	NC_004350.2	1217684	1217956	-	1028565	-	SMU_1291c	NP_721662.1	90	-	hypothetical protein SMU_1291c
chr	NC_004350.2	1218002	1218679	-	1028630	-	SMU_1292c	NP_721663.1	225	-	hypothetical protein SMU_1292c
chr	NC_004350.2	1219101	1220483	-	1028572	-	SMU_1293c	NP_721664.1	460	-	hypothetical protein SMU_1293c
chr	NC_004350.2	1220643	1221086	-	1028570	flaW	SMU_1294	NP_721665.1	147	-	flavodoxin
chr	NC_004350.2	1221145	1222194	-	1028568	add	SMU_1295	NP_721666.1	349	-	adenosine deaminase
chr	NC_004350.2	1222269	1223060	+	1028576	-	SMU_1296	NP_721667.1	263	-	S-transferase
chr	NC_004350.2	1223132	1224064	+	1028518	-	SMU_1297	NP_721668.1	310	-	hypothetical protein SMU_1297
chr	NC_004350.2	1224161	1224403	+	1028520	rl31	SMU_1298	NP_721669.1	80	-	50S ribosomal protein L31
chr	NC_004350.2	1224443	1224766	-	1028581	-	SMU_1299c	NP_721670.1	107	-	acetate kinase
chr	NC_004350.2	1224759	1225106	-	1028494	-	SMU_1300c	NP_721671.1	115	-	hypothetical protein SMU_1300c
chr	NC_004350.2	1225160	1225915	-	1028489	-	SMU_1301c	NP_721672.1	251	-	methyltransferase
chr	NC_004350.2	1226076	1227596	-	1028582	adcA	SMU_1302	NP_721673.1	506	-	surface adhesin
chr	NC_004350.2	1227823	1229223	-	1028523	-	SMU_1303c	NP_721674.1	466	-	dipeptidase
chr	NC_004350.2	1229586	1230497	-	1029548	-	SMU_1304c	NP_721675.1	303	-	hypothetical protein SMU_1304c
chr	NC_004350.2	1230494	1231471	-	1028583	-	SMU_1305c	NP_721676.1	325	-	hypothetical protein SMU_1305c
chr	NC_004350.2	1231468	1232358	-	1029547	-	SMU_1306c	NP_721677.1	296	-	glmZ(sRNA)-inactivating NTPase
chr	NC_004350.2	1232351	1233109	-	1028584	-	SMU_1307c	NP_721678.1	252	-	hypothetical protein SMU_1307c
chr	NC_004350.2	1233240	1233617	-	1028586	aldR	SMU_1308	NP_721679.1	125	-	translation initiation inhibitor; aldR regulator-like protein
chr	NC_004350.2	1233647	1234738	-	1028580	-	SMU_1309c	NP_721680.1	363	-	glycerol dehydrogenase
chr	NC_004350.2	1234816	1234953	+	1028578	-	SMU_1310	NP_721681.1	45	-	hypothetical protein SMU_1310
chr	NC_004350.2	1235250	1236596	-	1028589	asnS	SMU_1311	NP_721682.1	448	-	asparaginyl-tRNA synthetase
chr	NC_004350.2	1236643	1237824	-	1029546	aspB	SMU_1312	NP_721683.1	393	-	aspartate aminotransferase
chr	NC_004350.2	1237890	1240352	-	1028587	-	SMU_1313c	NP_721684.1	820	-	bifunctional ATP-dependent DNA helicase/DNA polymerase III subunit epsilon
chr	NC_004350.2	1240761	1241444	+	1028590	-	SMU_1314	NP_721685.1	227	-	hypothetical protein SMU_1314
chr	NC_004350.2	1241656	1242309	-	1028579	-	SMU_1315c	NP_721686.1	217	-	ATP-binding protein
chr	NC_004350.2	1242311	1243042	-	1028573	-	SMU_1316c	NP_721687.1	243	-	hypothetical protein SMU_1316c
chr	NC_004350.2	1243080	1243307	-	1028595	-	SMU_1317c	NP_721688.1	75	-	hypothetical protein SMU_1317c
chr	NC_004350.2	1244138	1244842	-	1028588	-	SMU_1319c	NP_721689.1	234	-	hypothetical protein SMU_1319c
chr	NC_004350.2	1245032	1246210	-	1028585	-	SMU_1321c	NP_721690.1	392	-	hypothetical protein SMU_1321c
chr	NC_004350.2	1246354	1247118	-	1028598	budC	SMU_1322	NP_721691.1	254	-	acetoin reductase
chr	NC_004350.2	1247243	1247881	+	1028597	-	SMU_1323	NP_721692.1	212	-	hydrolase
chr	NC_004350.2	1248004	1248939	-	1028596	ftsX	SMU_1324	NP_721693.1	311	-	cell-division protein FtsX
chr	NC_004350.2	1248932	1249624	-	1028594	ftsE	SMU_1325	NP_721694.1	230	-	ABC transporter ATP-binding protein
chr	NC_004350.2	1249646	1250623	-	1028602	rf2	SMU_1326	NP_721695.1	325	-	peptide chain release factor 2
chr	NC_004350.2	1250791	1251912	-	1028603	-	SMU_1327c	NP_721696.1	373	-	4Fe-4S ferredoxin
chr	NC_004350.2	1252672	1253145	-	1028604	-	SMU_1329c	NP_721697.1	157	-	transposase
chr	NC_004350.2	1253191	1253331	-	1028605	-	SMU_1330c	NP_721698.1	46	-	transposase
chr	NC_004350.2	1253406	1253951	-	1028592	-	SMU_1331c	NP_721699.1	181	-	transposase
chr	NC_004350.2	1254039	1254302	-	1028591	-	SMU_1332c	NP_721700.1	87	-	transposase
chr	NC_004350.2	1255084	1255776	-	1028606	sfp	SMU_1334	NP_721701.1	230	-	phosphopantetheinyl transferase
chr	NC_004350.2	1255804	1256787	-	1029396	-	SMU_1335c	NP_721702.1	327	-	enoyl-ACP reductase
chr	NC_004350.2	1256800	1257738	-	1029406	pksD	SMU_1336	NP_721703.1	312	-	hypothetical protein SMU_1336
chr	NC_004350.2	1257767	1258516	-	1028608	-	SMU_1337c	NP_721704.1	249	-	alpha/beta hydrolase
chr	NC_004350.2	1258545	1259699	-	1028888	-	SMU_1338c	NP_721705.1	384	-	permease
chr	NC_004350.2	1259790	1264157	-	1028593	bacD	SMU_1339	NP_721706.1	1455	-	bacitracin synthetase
chr	NC_004350.2	1264255	1269141	-	1028610	bacA2	SMU_1340	NP_721707.1	1628	-	surfactin synthetase
chr	NC_004350.2	1269141	1272830	-	1028637	-	SMU_1341c	NP_721708.1	1229	-	gramicidin S synthetase
chr	NC_004350.2	1272849	1281023	-	1028666	bacA1	SMU_1342	NP_721709.1	2724	-	bacitracin synthetase 1; BacA
chr	NC_004350.2	1281069	1284383	-	1028611	-	SMU_1343c	NP_721710.1	1104	-	polyketide synthase
